text,label_score,label,target_predict,target_predict_label
"Similarly, given a mini-batch of BU unlabeled data, taking popular consistency regularization frameworks (Sohn et al., 2020) as an example, the unsupervised loss is",,,1,related
"FixMatch (Sohn et al., 2020) relies on a fixed threshold but limits usage of more unlabeled data and leads to imbalanced pseudo-labels.",,,0,not_related
"The third line explores consistency regulaizations (Xie et al., 2020a; Sohn et al., 2020; Li et al., 2021) to prevent confirmation bias of inaccurate pseudo labels, e.",,,0,not_related
"Firstly, mainstream methods utilize threshold-based pseudo labeling (Sohn et al., 2020; Zhang et al., 2021; Kim et al., 2022; Wang et al., 2022b) with ad-hoc or complex hand-crafted strategies to select high-quality pseudo labels.",,,0,not_related
"To extend SL with massive unlabeled data, semi-supervised learning (SSL) exploits the information of unlabeled data with limited labeled data (Tarvainen & Valpola, 2017; Sohn et al., 2020) in the self-training paradigm of pseudo-labeling (Lee et al.",,,0,not_related
"Another line of SSL is based on recent breakthroughs in consistency learning [5, 49], which encourages the network to make consistent predictions when it comes to noise perturbation on unlabeled samples.",,,0,not_related
"For example, FixMatch [49] combines pseudo-labeling and consistency regularization to address the problems of label scarcity for image classiication.",,,0,not_related
"Confidence thresholding is a simple yet effective method in ST, where the similarity with ground truth or consistency is used to measure the confidence, ensuring that flawed samples are excluded from the enlarged dataset [9, 20].",,,0,not_related
"In response to this constraint, many methods have been proposed with limited labeled samples, including transfer learning, small sample learning, and semi-supervised learning (SSL) [7], [8], [9], [10], [11], [12].",,,0,not_related
"Although this weak-strong data augmentation paradigm works well on image classification [38, 49] and object detection [24, 56, 52], weakly augmented views does not always give reliable learning targets for human pose estimation.",,,0,not_related
"For example, FixMatch [38] uses weakly augmented views to generate pseudo-labels which are used as targets on the strongly augmented views to ensure consistently regularized output.",,,0,not_related
"This scheme is similar to the confidence-based thresholding scheme used to generate pseudo labels in existing semi-supervised image classification methods such as Pseudo-Label [22] and FixMatch [38], but we specially design it for generating pseudo-heatmaps in human pose estimation.",,,0,not_related
"Recently, DualPose [51] establishes a benchmark for semi-supervised human pose estimation and presents the dual student framework [18, 5] based on the weak-strong data augmentation paradigm [38, 49].",,,0,not_related
"effective for semi-supervised learning in image classification [38, 49, 24, 56].",,,0,not_related
"Specifically, an input image I is processed with weak-strong augmentation [38, 49] through affine transformations to obtain its weakly and strongly augmented counterparts Iw, Is.",,,0,not_related
"State-of-the-art SSL methods usually combine these two prominent techniques [38, 55].",,,0,not_related
"techniques make it possible to build high-performing models by training them simultaneously on small labeled and large unlabeled datasets for image classification [22, 41, 20, 36, 50, 38] and object detection [16, 39, 56, 24, 25, 16].",,,0,not_related
"Recent advances in semisupervised learning have been achieved through various deep learning methods [9], with self-training [38, 22, 1, 2, 36, 15] and consistency regularization [41, 20, 4, 3, 37, 49] being the most commonly used approaches.",,,0,not_related
"For example, FixMatch [38] uses weakly augmented views to generate
pseudo-labels which are used as targets on the strongly augmented views to ensure consistently regularized output.",,,0,not_related
", 2020) and FixMatch (Sohn et al., 2020), which combine ideas of pseudo-label and consistency regularization, have achieved remarkable performance.",,,0,not_related
", 2020), FixMatch (Sohn et al., 2020), and FreeMatch (Wang et al.",,,0,not_related
"Specifically, SCR penalizes the feature extractors by maximizing the similarity between variations of a synthetic sample, which is inspired by consistency regularization (Bachman et al., 2014; Xie et al., 2020; Sohn et al., 2020).",,,0,not_related
"Recent studies on SSL have shown that the labeling cost to achieve high-performance models can be significantly reduced by using the unlabeled dataset to train the models with pseudolabeling and consistency regularization (Bachman et al., 2014; Xie et al., 2020; Sohn et al., 2020).",,,0,not_related
", FixMatch (Sohn et al., 2020)) might confuse fθ due to the label space mismatch.",,,1,related
"To regularize gψ, we design SCR based on consistency regularization (Bachman et al., 2014; Xie et al., 2020; Sohn et al., 2020), which minimizes the gap between the outputs of two variants of samples that are transformed by different data augmentations.",,,1,related
"More recent methods such as FreeMatch (Wang et al., 2023) improve UDA and FixMatch to adaptively control the confidence threshold of acceptance of the pseudo labels for preventing error accumulation and overfitting.",,,0,not_related
"As the oracle SSL methods, We used three representative SSL methods: UDA (Xie et al., 2020), FixMatch (Sohn et al., 2020), and FreeMatch (Wang et al., 2023).",,,1,related
", Therefore training with the synthetic samples via unsupervised losses using pseudo training labels in Y (e.g., FixMatch (Sohn et al., 2020)) might confuse f θ due to the label space mismatch.",,,1,related
"For the hyperparameters of oracle SSL methods, we followed the default settings of the original papers (Xie et al., 2020; Sohn et al., 2020; Wang et al., 2023).",,,1,related
"UDA (Xie et al., 2020) and FixMatch (Sohn et al., 2020), which combine ideas of pseudo-label and consistency regularization, have achieved remarkable performance.",,,0,not_related
"However, incorrect predictions can introduce noise and heavily degrade model training [81, 89].",,,0,not_related
"Semi-Supervision for Computer Vision Tasks: Semisupervised learning approaches have been extensively studied within the computer vision and machine learning communities [18, 47, 58, 89, 94, 118].",,,0,not_related
We apply weak and strong augmentations to every incoming data sample inspired by FixMatch [50].,,,1,related
"Data augmentation coupled with consistency regularization is commonly employed to make a model invariant to the domain-specific attributes [68, 8, 27, 59, 4, 10, 11, 21].",,,0,not_related
"Dynamicthreshold approaches [70, 64] have certain improvements on known classes, but they tend to ignore samples with high uncertainty, causing low performances on novel classes, and fix-threshold approach [57] also achieves limited improvement.",,,0,not_related
"And assigning pseudo-labels to the high-confidence samples is another common technique [57, 70, 64, 51, 52].",,,0,not_related
"Following the methodology proposed in [34], a fixed threshold of 0.",,,1,related
"Drawing inspiration from previous works [3,42,50], our strong data augmentation encompasses a combination of random augmentation techniques [9], cutout [11], and the utilization of common data augmentation.",,,1,related
"Additionally, advances in semi-supervised learning have been associated with effective data augmentation development [17, 39, 48].",,,0,not_related
1 because there should be more and more pseudo labels with confidence scores exceeding τ as training progresses [29].,,,0,not_related
"Note that, FixMatchRA [29] uses a constant threshold (0.",,,1,related
"On these two datasets, we compare our method SPF-RA with several state-of-the-art methods closely related to ours, including FixMatch-RA [29], Dash-RA [33], RYS2 [27].",,,1,related
"The most related to ours is pseudo-label filtering with confidence thresholding [11, 29, 32,33].",,,0,not_related
"Unless stated otherwise, we implement our method SPF-RA by incorporating SPF to FixMatch-RA [29].",,,1,related
"We perform our experiments by varying the amount of labeled data, following standard SSL evaluation protocols [2, 3, 22, 29].",,,1,related
"Alternatively, some recent state-of-the-art methods [29, 32] adopt a fixed high confidence threshold τ to filter unreliable pseudo labels.",,,0,not_related
", self-training) [9, 17, 29, 30] or co-trained with the student model (i.",,,0,not_related
"Several works [29,32] have shown that simply keeping the pseudo labels with higher confidence values than a constant threshold (e.",,,0,not_related
"We compare our SPF-RA method with several latest methods, including MeanTeacher [30], LP [10], DAG [17], and FixMatch-RA [29], under 4k and 10k labels.",,,1,related
We adopt the implementation of FixMatch [35] and integrate NetAug-,,,1,related
FixMatch [35] is a recent SemiSL algorithm in computer vision that combines consistency regularization and pseudo-labeling and generates separate weak and strong augmentations when performing consistency regularization.,,,0,not_related
"This paper offers the first attempt to integrate modelefficient and label-efficient algorithms in the GAN tasks, leveraging network architecture search[4, 43], semisupervised learning[2, 40, 45] and distillation algorithm[10, 35, 51] to learn efficient GAN models in a cooperative setting.",,,0,not_related
"One of the popular SSL algorithms, FixMatch [1], trains identical weight-sharing teacher and student networks simultaneously using a siamese neural network (SNN).",,,0,not_related
"Besides the aforementioned sequential methods, the simultaneous training method is also an alternative option [1, 9, 10].",,,0,not_related
"For the labeled training data in all of our experiments, we follow the sampling strategy mentioned in [1] to choose an equal number of images from each class in order to avoid model bias.",,,1,related
"Instead, we follow [1] to ignore the labels in the original training data and deem it as unlabeled data.",,,1,related
"Following [1], we set τ in (3) to be 0.",,,1,related
"In [1], ξl in (2) is the standard cross-entropy (CE) function to measure the difference between fθ(xw) and its label vector y.",,,0,not_related
"By incorporating large-scale unlabeled data, SSL has shown to enhance the performance of deep neural networks, as demonstrated in various studies [1, 4, 5, 6, 7].",,,0,not_related
"For inference, we follow [1] to use the maintained exponential moving average of the trained parameters.",,,1,related
"Recently, [1] came up with a widely used SSL algorithm called FixMatch, which trains an SNN with limited labeled and extra unlabeled data, and achieved significant improvement comparing to traditional supervised learning methods.",,,0,not_related
", a different augmentation of the original input image [26, 7], mixed image [3], or a network with different parameters [28].",,,0,not_related
"Inspired by FixMatch [26], we also expect the above property holds for strongly-augmented data.",,,1,related
"A common framework is to employ two processes: one process generates a prediction target, usually in the form of pseudo-labeling [26, 20], but could also be logits [28] or other supervision forms [3, 38, 36].",,,0,not_related
"With the rapid development of deep neural networks (DNNs), extensive research on deep SSL methods [18, 28, 23, 30, 3, 35, 26] have been studied.",,,0,not_related
"However, existing SSL approaches are primarily optimized from randomly initialized weights, and recent works [45, 32] show that the impressive performance improvement of these standard SSL methods (includes the state-of-the-art method FixMatch [26]) will disappear when models are training from a pretrained model.",,,0,not_related
"Although there are many existing SSL methods in the literature, this work mainly takes one of the state-of-theart approaches FixMatch [26] as an example.",,,0,not_related
"Worse, as most of the state-of-the-art SSL methods [26, 3, 20, 2, 44] are built upon self-training, a.",,,0,not_related
"The current state-of-the-art SSL approaches [18, 28, 23, 3, 26, 20, 37] usually depend on the consistency regularization [3] and pseudo-labeling [20].",,,0,not_related
"95 as in FixMatch [26] or a dynamic generated scalar as in FlexMatch [44], then ỹ will be used as a pseudo-label for the corresponding unlabeled sample.",,,1,related
"Semi-supervised learning (SSL) has experienced rapid progress with the development of deep neural networks (DNNs) [3, 2, 26, 44, 33].",,,0,not_related
"For example, FixMatch [39] encourages consistency in predictions between the weakly and strongly augmented versions, and it achieves an accuracy of 92.",,,0,not_related
"Strong augmentation is a good means of applying consistency regularization, and FixMatch [39] is representative of this idea.",,,0,not_related
The test model is updated by EMA with a decay rate of 0.999.,,,1,related
"We apply SAA on the top of FixMatch [39] and FlexMatch [52], respectively.",,,1,related
"As discussed in FixMatch [39], τc is commonly set as a large value to alleviate the confirmation bias [1] in SSL.",,,0,not_related
"Then we updateHti with exponential moving average (EMA), which can be expressed as:
Hti = (1− a)Ht−1i + αl t i .",,,1,related
"Note that the parameter α introduced is not an additional model parameter, as the model parameters are also updated with EMA [39, 52].",,,1,related
"Specifically, in the sample selection module, we first update the historical loss of the samples with exponential moving average (EMA) in each epoch, then these samples will be divided into two parts.",,,1,related
"(4)
Note that the parameter α introduced is not an additional model parameter, as the model parameters are also updated with EMA [39, 52].",,,1,related
"Soft-labels facilitate learning on interclass relationships with more label-noise for higher uncertainty [24, 27], whereas wrong estimation of hard-labels leads to confirmation bias [28].",,,0,not_related
Pseudo-labeling based on confidence thresholding has been used very effectively in several applications [20].,,,0,not_related
"Promising free lunch derived from large-scale unlabeled samples, Semi-supervised Learning (SSL) has achieved record-breaking data-efficiency in different computer vision tasks (Sohn et al. 2020; Xu et al. 2021) and attracted broad attention.",,,0,not_related
"Being aware of the existence of OOD samples, we further extend FixMatch to also assign less-confident (controlled by threshold thr) pseudo-labeled samples as OOD instead of ignoring them in regular SSLs.",,,1,related
"To verify the effectiveness of our method, we conducted two experiments that combined Prototype Fission with two popular SSL frameworks: ORCA for open-world SSL that
formulates novel classes from unlabeled data, and FixMatch for evaluating our contribution to standard SSL. CIFAR-10 and CIFAR-100 (Krizhevsky, Hinton et al. 2009) are used to evaluate the performance on both a limited number and a larger number of classes.",,,1,related
Note that the original form of FixMatch and PF+FixMatch are not compared to in this experiment due to their incapability of recognizing novel classes.,,,1,related
"Specifically, we form FixMatch and PF+FixMatch as follows:
(1) FixMatch-Sigmoid: This manipulation of FixMatch ditches the Softmax activation function and uses Sigmoid as σ instead as a more proper form of FixMatch in open-set settings.",,,1,related
"In the CIFAR-10 experiment, PF+FixMatch significantly outperformed FixMatch, yet the combination with ORCA showed limited difference; In the CIFAR-100 experiment which is more challenging, PF significantly outperformed ORCA in terms of discriminating OOD samples.",,,0,not_related
The probability threshold thr is set fixed as 0.95 as in the original FixMatch across four aforementioned variants.,,,1,related
Prototype Fission + FixMatch: We combine Prototype Fission with FixMatch (Sohn et al. 2020) to validate its effectiveness on typical SSL methods without non-trivial open-set-specific efforts.,,,1,related
"(2) PF+FixMatch-Sigmoid: By injecting PF to FixMatch, we firstly replaced its N -class fully connected layer with with our V N prototypes.",,,1,related
"The problem of semi-supervised learning is to learn from labeled and unlabeled data [31, 26], in the context of binary classification, the labeled data contains positive and negative data.",,,0,not_related
", consistency regularization), data augmentation, and the assignment of pseudo-labels to unlabeled data points, in order to utilize unlabeled data (e.g., Chen et al., 2020; Sohn et al., 2020; Zhang et al., 2021; Wang et al., 2023).",,,1,related
"7M) of FixMatch [28], which results in very little additional overhead.",,,0,not_related
"Among existing works, FixMatch [28] is one of the most influential SSL methods, which is popular for its sim-",,,0,not_related
"Compared to the standard SSL methods, like FixMatch [28], IOMatch can properly utilize the outliers to mitigate their negative affects on pseudo-labeling and even be able to achieve additional performance gains from them.",,,0,not_related
"advanced deep SSL methods can achieve the performance of fully supervised methods in some cases, such as image classification [28] and semantic segmentation [36].",,,0,not_related
"Taking the classical method, FixMatch [28], as an example, we can observe that adding extra outliers does hurt the classification accuracy compared to the standard SSL setting with no outlier, because it is impossible to obtain correct seen-class pseudo-labels for these outliers.",,,1,related
"For standard SSL methods, we focus on the latest state-of-the-arts, including MixMatch [3], ReMixMatch [2], FixMatch [28], CoMatch [20], FlexMatch [41], SimMatch [43] and FreeMatch [34].",,,1,related
"For Semi-Supervised baselines, we choose MeanTeacher [73], MixMatch [11], ReMixMatch [10], FixMatch [68], and DASO [53] due to their previous powerful performances.",,,1,related
"SOTA semi-supervised learning (SSL) approaches in computer vision are generally based on consistency learning [11, 68, 10, 73] or pseudo-labeling [40, 61].",,,0,not_related
"As suggested by conventional semi-supervised learning methods [20, 2, 40, 68, 11], pseudo labels ỹ are predicted by a supervisor model π : R ω −→ Y with the unlabeled data x̃, i.",,,0,not_related
