text,label_score,label,target_predict,target_predict_label
"based representation learning leads to fairness [34, 61].",,,0,not_related
"2021) point out that selective classification may amplify unfair decisions, for which fairselective algorithms are required (Lee et al. 2021).",,,0,not_related
"In our review of algorithms and recent surveys [28], methods for achieving PP does not appear to receive as much focus as other group fairness definitions such as demographic parity and equalized odds [26] as also observed in [38], [63].",,,0,not_related
"Existing works for obtaining PP include [54] which attempts to maintain calibration of a model alongside equalized odds, [27] which presents a individual-fairness notion of calibration called multicalibration, [29] which uses group membership in post-processing for PP but does not calibrate, [38] which regularizes for PP using an information-theoretic approach, and [63] which applies to binary 0/1 classifiers.",,,0,not_related
"[41] Joshua K Lee, Yuheng Bu, Deepta Rajan, Prasanna Sattigeri, Rameswar Panda, Subhro Das, and Gregory W Wornell.",,,0,not_related
[41] recently studied the fair selective classification w.,,,0,not_related
"(4) FSCS [41] adopted the conditional mutual information constraint I(A, Y |f(X)) to promote the sufficiency.",,,1,related
"dence (this is known as uncertainty quantification [7]) and that second, the confidence is well-calibrated so that it is not over-confident or under-confident [9].",,,0,not_related
"Discussions around AI equity have focused on the issues arising from uncertainty [9], such as: how AI systems arrive at determi-",,,0,not_related
[326] 2021 ICML Hort and Sarro [327] 2021 ASE Perrone et al.,,,0,not_related
", the classification model abstains from making some of the predictions), selective classification approaches can be used [326].",,,0,not_related
"In terms of the societal impact, fairness in selection remains a concern as lowering the coverage can magnify the difference in recall between groups and increase unfairness (Jones et al., 2021; Lee et al., 2021).",,,0,not_related
"The first one is ADULT [24], which is a widely used public dataset for fair ML [20, 25, 33, 51].",,,0,not_related
"[29] Joshua K Lee, Yuheng Bu, Deepta Rajan, Prasanna Sattigeri, Rameswar Panda, Subhro Das, and Gregory W Wornell.",,,0,not_related
"Since predictive parity is commonly considered in scenarios where false positives are particularly harmful [29], we study cost-sensitive classification.",,,0,not_related
"For selective classification, [29] finds that sufficiency-based representation learning leads to fairness.",,,0,not_related
", AUC (D = 1), and (c) the area under the absolute difference of the subgroup MSE vs coverage curves (AUADC) (Franc & Prusa, 2019; Lee et al., 2021) respectively.",,,0,not_related
"coverage curve (AUC), which encapsulates performance across different coverage (Franc & Prusa, 2019; Lee et al., 2021).",,,0,not_related
"…(a) the area under the majority MSE vs. coverage curve, i.e., AUC (D = 0), (b) the area under the minority MSE vs. coverage curve, i.e., AUC (D = 1), and (c) the area under the absolute difference of the subgroup MSE vs coverage curves (AUADC) (Franc & Prusa, 2019; Lee et al., 2021) respectively.",,,1,related
"…end for for each batch do
# update feature extractor θΦ ← θΦ − 1nη∇θΦ(LG(Φ, θ) + λLR(Φ)) # update mean/variance predictor θ ← θ − 1nη∇θLG(Φ, θ)
end for end for
upper bound for I(Y ;D|Φ(X)) from (Lee et al., 2021):
I(Y ;D|Φ(X)) ≤ EΦ(X),Y,D [logP(Y |Φ(X), D)] (3) − ED [ EΦ(X),Y [logP(Y |Φ(X), D)]…",,,1,related
", 2021) and has been used in fair selective classification (Lee et al., 2021).",,,0,not_related
"In Section 6, we compared the different algorithms in terms of how well they perform fair selective regression by looking at the subgroup MSE vs. coverage curves in addition to AUC, AUC (D = 0), AUC (D = 1), and AUADC.",,,1,related
"upper bound for I(Y ;D|Φ(X)) from (Lee et al., 2021):",,,1,related
"As discussed in (Lee et al., 2021), existing methods using mutual information for fairness are ill-equipped to handle conditioning on the feature representation Φ(·).",,,0,not_related
"To compare different algorithms in terms of how well they perform selective regression (i.e., without fairness), we look at area under MSE vs. coverage curve (AUC), which encapsulates performance across different coverage (Franc & Prusa, 2019; Lee et al., 2021).",,,1,related
"Similar to (Lee et al., 2021), we do not assume access to the identity of sensitive groups at test time.",,,1,related
