text,label_score,label,target_predict,target_predict_label
Dynamical systems have been treated by learning the Lagrangian or Hamiltonian with correspondingly Lagrangian NNs [321–323] and Hamiltonian NNs [324].,,,0,not_related
"Given the positions and velocities as a function of time of a two-body system interacting with gravitational force, we trained Hamiltonian Neural Networks (HNN) (Greydanus et al., 2019) to match the data.",,,1,related
"Note that this set up is different from the original HNN paper where they train the network to match the velocity + acceleration, given position + velocity at every point in time.",,,1,related
"For the model, we are using Hamiltonian neural network (Greydanus et al., 2019) that consists of 6 linear layers with softplus activation except on the last linear layer.",,,1,related
"For example, Lagrangian [9]–[13] and Hamiltonian formulations [14]–[20] have been used to design neural network models to approximate dynamics of mechanical systems, where the equations of motions are enforced in the neural network architecture.",,,0,not_related
"[2019a], Hamiltonian neural nets Greydanus et al. [2019]) have been successfully deployed in this domain. In these approaches, the spatial and temporal updates of a PDE model are matched with ground truth experimental observations. A loss function is dened based on the mismatch between the simulation and the ground truth, and then the physics model is learned by back-propagation of error gradients of the loss function Xue et al. [2021a], Raissi et al.",,,0,not_related
"Physics model learning from data have been explored in Greydanus et al. [2019], Cranmer et al.",,,0,not_related
"[2019a], Hamiltonian neural nets Greydanus et al. [2019]) have been successfully deployed in this domain. In these approaches, the spatial and temporal updates of a PDE model are matched with ground truth experimental observations. A loss function is dened based on the mismatch between the simulation and the ground truth, and then the physics model is learned by back-propagation of error gradients of the loss function Xue et al. [2021a], Raissi et al. [2019a]. Nevertheless, such learning processes are expensive because of the need to back-propagate gradients over spatial and temporal simulations involving millions of mutually interacting elements. One line of successful approaches to accelerate the learning of PDE models exploits the sparsity nature of system changes over time. For example, during the microstructure evolution of many engineering materials, only the boundary of the microstructure changes while large portion of the system remains unchanged. It is also assumed that the corresponding PDE models can be decomposed into afne function of parameter functions and feature functions Nasim et al. [2022], Sima and Xue [2021]. The combination of decomposablity of the PDE model and sparse changes/updates over time together create opportunities for efcient algorithms which handle learning in compressed spaces using random projections and/or locality sensitive hashing.",,,0,not_related
"Physics model learning from data have been explored in Greydanus et al. [2019], Cranmer et al. [2020b], Lutter et al. [2018], Niu et al.",,,0,not_related
"Physics model learning from data have been explored in Greydanus et al. [2019], Cranmer et al. [2020b], Lutter et al.",,,0,not_related
"[2019a], Hamiltonian neural nets Greydanus et al. [2019]) have been successfully deployed in this domain.",,,0,not_related
"[2019a], Hamiltonian neural nets Greydanus et al. [2019]) have been successfully deployed in this domain. In these approaches, the spatial and temporal updates of a PDE model are matched with ground truth experimental observations. A loss function is dened based on the mismatch between the simulation and the ground truth, and then the physics model is learned by back-propagation of error gradients of the loss function Xue et al. [2021a], Raissi et al. [2019a]. Nevertheless, such learning processes are expensive because of the need to back-propagate gradients over spatial and temporal simulations involving millions of mutually interacting elements.",,,0,not_related
