text,label_score,label,target_predict,target_predict_label
"In another direction, some works generate CEs for specific model categories, such as tree-based (Lucic et al., 2022; Tolomei et al., 2017; Parmentier & Vidal, 2021) or differentiable (Dhurandhar et al., 2018) models.",,,0,not_related
"Counterfactual: As a sub-class of contrastive, counterfactual explanations identify the required changes on the input side that would have significant impact on the output [14, 42, 44].",,,0,not_related
"This issue may limit their deployment, especially in some critical domains, considering the increasing demand for explainable artificial intelligence (XAI) worldwide [4, 10, 12, 18, 19, 22, 24, 25].",,,0,not_related
"…of the existing CE methods can be categorized depending on their optimization methods; gradient-based [Wachter et al., 2018, Mothilal et al., 2020, Lucic et al., 2022], integer optimization [Ustun et al., 2019, Kanamori et al., 2020, Parmentier and Vidal, 2021], autoencoders [Pawelczyk et al.,…",,,0,not_related
"Various techniques for generating counterfactual explanations have been developed, including modelagnostic [19], model-specific [20], and adversarial methods [21].",,,0,not_related
Lucic et al.[10] proposed a differentiable tree ensemble model which approximates a non-differentiable tree ensemble model to which it is difficult to apply gradient-based method.,,,0,not_related
"Finally, we also tried to compare with the code for FOCUS(7) [23].",,,1,related
[23] use a gradient-based algorithm that approximates the splits of the decision trees with sigmoid functions.,,,0,not_related
"…Pawelczyk, Broelemann, and Kasneci 2020) where explanations are model-agnostic explanations for structured datasets and (Van der Waa et al. 2018; Lucic et al. 2022) where the contrast of interest is designed to in policy-based reinforcement learning settings and nondifferentiable tree models…",,,0,not_related
"2019; Pawelczyk, Broelemann, and Kasneci 2020) where explanations are model-agnostic explanations for structured datasets and (Van der Waa et al. 2018; Lucic et al. 2022) where the contrast of interest is designed to in policy-based reinforcement learning settings and nondifferentiable tree models respectively.",,,0,not_related
"The most popular approaches can be categorized into model-specific [18], [20], [24], [25] and model-agnostic [7], [26]–[29].",,,0,not_related
"Besides, it is also worth remarking that tree-based models are generally easier to interpret and explain than complex neural networks [18]–[20].",,,0,not_related
"CA has been
applied to random forests in Fernández et al. (2020) and tree ensembles in Lucic et al. (2019).",,,0,not_related
"In the recent years, a large body of work on eXplainable Artificial Intelligence (XAI) have been proposed in the literature [45,44,28,18,20,25,38].",,,0,not_related
"METHOD FT FOCUS FACE NN
VALIDITY 72.9% 72.8% 84.4% 92.5%",,,1,related
"…after generating counterfactuals using any of the existing methods for tree-based ensembles (that we also refer to as the base method), e.g., Feature Tweaking (FT) (Tolomei et al., 2017), FOCUS (Lucic et al., 2022), Nearest Neighbor (NN) (Albini et al., 2022), FACE (Poyiadzi et al., 2020), etc.",,,1,related
"For tree-based ensembles, some existing approaches to find the closest counterfactuals include (Tolomei et al., 2017; Lucic et al., 2022).",,,0,not_related
"• FOCUS (Lucic et al., 2022) is another popular technique that approximates the tree-based models with sigmoid
• FACE (Poyiadzi et al., 2020) attempts to find counterfactuals that are not only close (L1 or L2 cost), but also (i) lie on the data manifold; and (ii) are connected to the original data point via a path on a connectivity graph on the dataset S .",,,0,not_related
"Observations: The average cost (L1 or L2 cost) between the original data point and the counterfactual increases only slightly for base methods such as FT, FOCUS, and NN (which find counterfactuals by explicitly minimizing this cost); however our counterfactuals are significantly more robust (in terms of validity) and realistic (in terms of LOF).",,,0,not_related
"METHOD L1 COST VALIDITY LOF
CCF 3.05 99.9% 1.0
FT 0.08 56.4% 0.65 FT +ROBX 2.70 99.9% 1.0
FOCUS 0.12 53.7% 0.71 FOCUS +ROBX 2.71 99.7% 1.0
FACE 2.62 88.8% 0.82 FACE +ROBX 2.72 99.7% 1.0
NN 0.80 84.4% 0.94 NN +ROBX 2.71 99.7% 1.0
METHOD L2 COST VALIDITY LOF
CCF 1.36 97.4% 1.0
FT 0.08 53.4 0.65 FT +ROBX 1.17 98.6 1.0
FOCUS 0.11 53.2% 0.82 FOCUS +ROBX 1.2 100% 1.0
FACE 1.25 88.7% 0.77 FACE +ROBX 1.18 98.4% 1.0
NN 0.49 79.0% 0.88 NN +ROBX 1.18 99.0% 0.94
C.3.",,,1,related
", 2017), FOCUS (Lucic et al., 2022), Nearest Neighbor (NN) (Albini et al.",,,0,not_related
"Our proposed strategy is a post-processing one, i.e., it can be applied after generating counterfactuals using any of the existing methods for tree-based ensembles (that we also refer to as the base method), e.g., Feature Tweaking (FT) (Tolomei et al., 2017), FOCUS (Lucic et al., 2022), Nearest Neighbor (NN) (Albini et al., 2022), FACE (Poyiadzi et al., 2020), etc.",,,1,related
"…attention in recent years (see Verma et al. (2020);
Karimi et al. (2020); Wachter et al. (2017); Dandl et al. (2020); König et al. (2021); Albini et al. (2022); Kanamori et al. (2020); Poyiadzi et al. (2020); Lucic et al. (2022); Pawelczyk et al. (2020) as well as the references therein).",,,0,not_related
"• FOCUS (Lucic et al., 2022) is another popular technique that approximates the tree-based models with sigmoid
• FACE (Poyiadzi et al., 2020) attempts to find counterfactuals that are not only close (L1 or L2 cost), but also (i) lie on the data manifold; and (ii) are connected to the original data…",,,0,not_related
"We believe our choice of these four base methods to be quite a diverse representation of the existing approaches, namely, search-based closest
counterfactual (FT), optimization-based closest counterfactual (FOCUS), graph-based data-support counterfactual (FACE), and closest-data-support counterfactual (NN).",,,1,related
"• FOCUS (Lucic et al., 2022) is another popular technique that approximates the tree-based models with sigmoid",,,0,not_related
"The majority of existing counterfactual methods modify the given sample until the target class is attained (see e.g., Tolomei et al., 2017; Lucic et al., 2022).",,,1,related
"In another direction, some works focused on generating CEs for specific model categories, such as tree-based models (Lucic et al., 2022; Tolomei et al., 2017; Parmentier & Vidal, 2021), or differentiable models (Mothilal et al.",,,0,not_related
