text,label_score,label,target_predict,target_predict_label
"More broadly, testing recourse infeasibility is valuable for eliciting individual preferences over recourse actions [80, 85, 84], measuring the effort required to obtain a target prediction [32, 27], building classifiers that incentivize improvement [70, 46, 47, 2, 31], or preventing strategic manipulation [28, 17, 51, 57, 56, 22, 10, 30].",,,0,not_related
"However, recent work considers the issue of training classifiers which are robust to strategic manipulation for more general cost functions (Levanon and Rosenfeld 2021).",,,0,not_related
"2 Related work Strategic responses to algorithmic decision-making There is a growing line of work at the intersection of economics and computation on algorithmic decision-making with incentives, under the umbrella of strategic classification or strategic learning [21, 16, 15, 32, 44, 3, 8, 10, 22, 25, 24, 20, 30, 34, 35, 23, 17, 27].",,,0,not_related
"Strategic Classification Strategic classification considers the effect of deploying a classifier in an environment with strategic players, who want to change their features in order to influence how they are classified (Hardt et al., 2016; Levanon and Rosenfeld, 2021; Miller et al., 2020; Tsirtsis et al., 2019; Yatong Chen, 2021).",,,0,not_related
"…classification considers the effect of deploying a classifier in an environment with strategic players, who want to change their features in order to influence how they are classified (Hardt et al., 2016; Levanon and Rosenfeld, 2021; Miller et al., 2020; Tsirtsis et al., 2019; Yatong Chen, 2021).",,,0,not_related
"Strategic classification [11, 6, 20, 42], as well as other problems studying strategic agent behavior, frequently use models of agent behavior in order to compute Stackelberg equilibria, which are direct analogues of performative optima.",,,0,not_related
"Such models include best-response models for strategic classification [11, 14, 20, 10], rational-agent models in economics [32, 40], and parametric distribution shifts [12, 25, 13], among others.",,,0,not_related
"outcome and true outcome – however, may lead to improvement [11, 12, 21, 60, 66, 78].",,,0,not_related
"Efficient learning algorithms have been proposed for the original batch setting (Levanon & Rosenfeld, 2021; 2022), as well as online formulations (Chen et al., 2020; Ahmadi et al., 2021).",,,0,not_related
"We now turn to experiments based on real data using two public datasets: (i) spam, used originally in Hardt et al. (2016), and (ii) card fraud, used in Levanon & Rosenfeld (2021).",,,1,related
"This has made it the target of much recent interest (Dong et al., 2018; Miller et al., 2020; Tsirtsis & Gomez Rodriguez, 2020; Jagadeesan et al., 2021; Ghalme et al., 2021; Zrnic et al., 2021; Levanon & Rosenfeld, 2021; 2022; Estornell
1Technion – Israel Institute of Technology, Haifa, Israel.",,,0,not_related
"Regularization has been used to control incentives in Rosenfeld et al. (2020); Levanon & Rosenfeld (2021), but in distinct settings and towards different goals (i.e., unrelated to recommendation or diversity), and for user responses that fully decompose.",,,0,not_related
…Alacaoglu et al. (2022); Brückner et al. (2012); Hardt et al. (2016); Dong et al. (2018); Hu et al. (2019); Milli et al. (2019); Miller et al. (2020); Ghalme et al. (2021); Ahmadi et al. (2021); Levanon and Rosenfeld (2021); Zrnic et al. (2021); Nair et al. (2022) and the references therein.,,,0,not_related
"…include statistical learning characterizations (Zhang & Conitzer, 2021; Sundaram et al., 2021; Ghalme et al., 2021), practical optimization methods (Levanon & Rosenfeld, 2021; 2022), relaxation of key assumptions (Ghalme et al., 2021; Bechavod et al., 2022; Jagadeesan et al., 2021; Levanon &…",,,0,not_related
"…Bechavod et al., 2022; Jagadeesan et al., 2021; Levanon & Rosenfeld, 2022; Eilat et al., 2022), relations to causal aspects (Miller et al., 2020; Chen et al., 2020a), and consideration of societal implications (Milli et al., 2019; Hu et al., 2019; Chen et al., 2020b; Levanon & Rosenfeld, 2021).",,,0,not_related
"…behavior (Zhang & Conitzer, 2021; Sundaram et al., 2021; Ghalme et al., 2021), algorithmic hardness (Hardt et al., 2016), practical optimization methods (Levanon & Rosenfeld, 2021; 2022), and societal implications (Milli et al., 2019; Hu et al., 2019; Chen et al., 2020; Levanon & Rosenfeld, 2021).",,,0,not_related
"Modification costs are defined by a cost function c(x, x′) (known to all); here we focus mainly on 2-norm costs c(x, x′) = ‖x−x‖2 as used in [30,13], but also discuss other costs from [11,29,5].",,,1,related
"L G
] 4
For a wide range of settings, learning under independent user responses has been shown to be theoretically possible (Hardt et al., 2016; Zhang & Conitzer, 2021; Sundaram et al., 2021) and practically feasible (Levanon & Rosenfeld, 2021; 2022).",,,0,not_related
"This, along with its clean formulation as a learning problem, have made strategic classification the target of much recent interest [40,48,29,16,24,51,14,27,30,34,1,4].",,,0,not_related
"For a wide range of settings, learning under independent user responses has been shown to be theoretically possible [22,48,40] and practically feasible [29,30].",,,0,not_related
"…response to h. Modification costs are defined by a cost function c(x, x′) (known to all); here we focus mainly on 2-norm costs c(x, x′) = ‖x− x′‖2 (Levanon & Rosenfeld, 2022; Chen et al., 2020), but also discuss other costs (Brückner et al., 2012; Levanon & Rosenfeld, 2021; Bechavod et al., 2022).",,,1,related
"…as a learning problem, have made strategic classification the target of much recent interest (Sundaram et al., 2021; Zhang & Conitzer, 2021; Levanon & Rosenfeld, 2021; Ghalme et al., 2021; Jagadeesan et al., 2021; Zrnic et al., 2021; Estornell et al., 2021; Lechner & Urner, 2021; Harris et…",,,0,not_related
"Various aspects of learning have been studied, including: generalization behavior [48,40,16], algorithmic hardness [22], practical optimization methods [29,30], and societal implications [36,23,13,29].",,,0,not_related
", the standard accuracy measure in strategic classification [22, 34, 33]).",,,0,not_related
"Extensions of the preceding, in which model designers anticipate and aim to prevent malicious behavior, exist in the strategic classification [67, 99, 104, 120, 135, 140, 155, 158] and adversarial robustness [41, 49, 76, 246] literature.",,,0,not_related
"…community [Milli et al., 2019; Hu et al., 2019; Braverman and Garg, 2020; Kleinberg and Raghavan, 2019; Dong et al., 2018; Zrnic et al., 2021; Levanon and Rosenfeld, 2021] and the economics community [Frankel and Kartik, 2020; Ball, 2020; Hennessy and Goodhart, 2020; Frankel and Kartik,…",,,0,not_related
"The standard model has received significant attention from both the machine learning community [Milli et al., 2019; Hu et al., 2019; Braverman and Garg, 2020; Kleinberg and Raghavan, 2019; Dong et al., 2018; Zrnic et al., 2021; Levanon and Rosenfeld, 2021] and the economics community [Frankel and Kartik, 2020; Ball, 2020; Hennessy and Goodhart, 2020; Frankel and Kartik, 2019].",,,0,not_related
"This has made it the focus of many recent works (Sundaram et al., 2021; Zhang & Conitzer, 2021; Levanon & Rosenfeld, 2021; Ghalme et al., 2021; Jagadeesan et al., 2021; Zrnic et al., 2021; Estornell et al., 2021; Lechner & Urner, 2021)
But despite the elegant way in which it extends standard binary…",,,0,not_related
"As a preliminary project, we addressed the optimization part of SC in our work: ”Strategic Classification Made Practical” (SCMP) (Levanon and Rosenfeld, 2021), in which we present a learning framework for strategic classification that is practical and flexible.",,,1,related
"This has made it the focus of many recent works (Sundaram et al., 2021; Zhang and Conitzer, 2021; Levanon and Rosenfeld, 2021; Ghalme et al., 2021; Jagadeesan et al., 2021; Zrnic et al., 2021; Estornell et al., 2021; Lechner and Urner, 2021) But despite the elegant way in which it extends standard binary classification, strategic classification remains narrow in the scope of strategic behavior it permits.",,,0,not_related
"Other works focus on practical aspects, such as Levanon & Rosenfeld (2021) who propose a differentiable learning framework for strategic classification.",,,0,not_related
"In the broader context, our work falls under the umbrella of what can be called “strategic considerations in machine learning systems,” with a growing recent body of work at the intersection of machine learning, algorithmic game theory and artificial intelligence that addresses this topic from different angles, including learning from strategic data [15, 27, 18, 22, 30, 25, 36, 23], security games [41, 40, 11], and recommendation systems [52, 9].",,,0,not_related
"Other recent work in this area includes developing practically useful tools for modeling strategic behavior, such as differentiable surrogates for strategic responses and regularizers for inducing socially advantageous strategic responses (Levanon and Rosenfeld, 2021); incorporating more realistic limitations on the best-response behavior of the agents (Ghalme et al.",,,0,not_related
"…behavior, such as differentiable surrogates for strategic responses and regularizers for inducing socially advantageous strategic responses (Levanon and Rosenfeld, 2021); incorporating more realistic limitations on the best-response behavior of the agents (Ghalme et al., 2021; Jagadeesan…",,,0,not_related
"The strategic learning literature [11, 10, 5, 25, 16, 1, 12, 13, 22] broadly studies machine learning questions in the presence of strategic decision-subjects.",,,0,not_related
"Finally, there is a growing recent body of work studying various aspects of interactions between strategic players and learning algorithms, including learning from strategic data [13, 32, 17, 21, 38, 30, 43, 28], security games [48, 47, 7], and optimization against regret minimizing opponents [20, 11].",,,0,not_related
", 2020), and practical considerations for optimization (Levanon and Rosenfeld, 2021) have also mostly built on standard microfoundations.",,,0,not_related
"…2019) whether classifiers incentivize improvement as opposed to gaming (Kleinberg and Raghavan, 2019; Miller et al., 2020; Shavit et al., 2020; Haghtalab et al., 2020), and practical considerations for optimization (Levanon and Rosenfeld, 2021) have also mostly built on standard microfoundations.",,,0,not_related
"Given this framework, a number of recent works have studied natural learning dynamics for learning models that are robust to strategic manipulation of the data [6, 17, 20, 30, 38, 48].",,,0,not_related
"Levanon & Rosenfeld (2021) provide a practical, differentiable learning framework for learning in diverse strategic settings.",,,0,not_related
"Strategic classification made practical: reproduction
Anonymous Author(s) Affiliation Address email
Reproducibility Summary
Scope of Reproducibility
In this work, the paper Strategic Classification Made Practical[3] is evaluated through a reproduction study.",,,1,related
"This problem of classification while users strategically modify their features is referred to as strategic classification, and it is the main subject of the paper Strategic Classification Made Practical[3].",,,0,not_related
"This paper describes our efforts to reproduce the work from the paper Strategic Classification Made Practical[3], which addresses the problem of strategic classification in a manner that is more practical than previous approaches, more flexible than previous approaches and takes social good into account.",,,0,not_related
"Reproducibility Summary Scope of Reproducibility In this work, the paper Strategic Classification Made Practical[3] is evaluated through a reproduction study.",,,1,related
"Another line of work called strategic classification [7, 15, 10] deals with applying causal interventions to instances.",,,0,not_related
"For example [30, 29] aim to improve fairness; [15, 7, 10] aim to train the models so that the predicted output is preserved under strategic perturbation of the instance space.",,,0,not_related
