text,label_score,label,target_predict,target_predict_label
"The perk of direct inference without training after feature fusion, as observed in [9], does not exist with the selected baseline TOMP.",,,0,not_related
"For evaluation, we mainly use the Transparent Object Tracking Benchmark (TOTB) [9] dataset.",,,1,related
"Given the lack of any labeled training data sets, we split TOTB into two sections: a small section comprising 45 video sequences belonging to 3 object classes (Beaker, GlassBall, and WubbleBubble) is used for training while the remaining 180 sequences (belonging to other 12 object classes) are used for testing.",,,1,related
"1: Qualitative comparison of the proposed TOTEM tracking algorithm with state-of-the-arts [1], [9] on three challenging sequences from TOTB [9].",,,0,not_related
"Motivated by the transfer learning approach in [9], we adopt a similar approach of using the feature extractor from a segmentation network.",,,1,related
All the trackers follow their original configuration and are not pre-trained on TOTB.,,,0,not_related
• We perform extensive experiments over the transparent object tracking benchmark TOTB [9] and perform ablation studies to showcase the benefit of our design choices.,,,1,related
"To establish baselines for comparison, we employ the recent transparent object tracker TransATOM [9] and its base ATOM [12].",,,1,related
"These works mainly benefit from the fusion techniques [23], [24], [25] like concatenation [9], feature pruning [26], and re-weighting [27], [28].",,,0,not_related
"Further, we use different portions of the Transparent Object Tracking Benchmark (TOTB) dataset [9] for training and benchmarking our tracker algorithm.",,,1,related
[9] constructed a large tracking benchmark dedicated to transparent objects.,,,0,not_related
We train our tracker on above mentioned splits of TOTB and LaSOT datasets for 25 epochs with 4000 image triplets sampled at every epoch.,,,1,related
"• We perform extensive experiments over the transparent
object tracking benchmark TOTB [9] and perform ablation studies to showcase the benefit of our design choices.",,,1,related
"Following other tracking datasets [35, 18, 11], we provide challenging factors (also called attributes in other datasets) for each sequence in PlanarTrack to enable further in-depth analysis of different algorithms.",,,1,related
OTB2015 [36] VOT2021 [15] UAV123 [23] TrackingNet [24] GOT-10k [11] LaSOT [9] HOB [17] TOTB [10] HOOT,,,0,not_related
"Another evaluation benchmark focused on transparent targets, TOTB [10], also provides per-frame absence and full-occlusion labels.",,,0,not_related
"In (Fan et al., 2021), the authors proposed the first dataset for transparent object tracking (TOTB).",,,0,not_related
"We use the general one-pass evaluation (OPE) criteria as in Fan et al. (2021), Fan et al. (2019) to compare the trackers using precision measure, normalized precision measure and success measure.",,,1,related
"In Fan et al. (2021), the existing datasets are divided into two types: generic and specific, while in Valmadre et al. (2018) the authors divide existing datasets into long-term and short-term.",,,0,not_related
"In the following years, several other benchmark datasets are released, including TC128 (Liang et al., 2015), NFS (Galoogahi et al., 2017), LaSOT (Fan et al., 2019), UAV123 (Mueller et al., 2016), GOT10K (Huang et al., 2021), AMTSet (Wang et al., 2022) and TOTB (Fan et al., 2021).",,,0,not_related
"applied the detection of transparent objects to dynamic scenes, and proposed a recognition tracking network TransATOM, which can stably track the transparent objects appearing in the video and obtain more robust extraction results [17].",,,0,not_related
