text,label_score,label,target_predict,target_predict_label
"While tables with simple structures and clean backgrounds can be recognized well [6, 12, 14, 15, 23, 24, 30, 35, 38, 41, 47], recognizing complicated table structures remains a challenging problem, which is primarily due to two main difficulties: 1) Firstly, tables in images vary widely in terms of structure and shape.",,,0,not_related
"Note that, there are fundamental differences between the representation in [8, 20, 36, 38, 46] and ours despite the representation is also termed as ""grid"".",,,0,not_related
"In the works of [8, 20, 27, 36, 38, 46], a table is depicted as a grid of regions.",,,0,not_related
"For instance, region-based methods [8, 20, 36, 38, 46] employ a split model to divide input table images into a grid of regions, and a merge model to combine over-split spanning cells.",,,0,not_related
"Early works [37, 34] directly use visual features encoded by convolutional neural networks (CNN) [19] for layout units detection [36, 30, 35, 17], and have been proven to be effective.",,,0,not_related
"Recent deep learning works [37, 34] consider DLA as a classic visual object detection or segmentation problem and utilize convolutional neural networks (CNN) [19] to solve this task [36, 30, 35, 17].",,,0,not_related
"for tables [21,20,4,27] or structured diagrams [12,16,31,8].",,,0,not_related
"former takes the document as an image input and frames entity detection as object detection or instance segmentation [40, 31].",,,0,not_related
"For example, Sebastian Schreiber in 2017 [15] presented a deep learning-based solution called DeepDeSRT for table detection in document images and table structure recognition, using the concept of transfer learning and domain adaptation from a pre-trained model of Faster R-CNN [16].",,,0,not_related
"Subsequent research introduced end-to-end deep learning systems capable of not only detecting tables but also recognising their structure in document images, without the need for metadata or heuristics [23].",,,0,not_related
"The experimental results of CascadeTabNet [4], TableDet [3], DeCNT [36], YOLOv3TD [33], DeepDeSRT [35], TableNet [45], GAN-TD [46], TableRadar [43] and NLPR-PAL [43] in Table 2, 3 and 4 are from study [3].",,,0,not_related
"There are many other studies discussing the TD problem, including DeepDeSRT [35], TableDet [3] and many others [36, 37] .",,,0,not_related
"In order to provide a new state-of-the-art benchmark for table detection and table structure recognition, DeepDeSRT [40] utilizes a novel image transformation strategy to identify the visual features of the table structures and feed them into a fully convolution network with skip pooling.",,,0,not_related
"On the other hand, the problem of table structure recognition (TSR) is a lot more challenging and remains a very active area of research, in which many novel machine learning algorithms are being explored [3,4,5,9,11,12,13,14,17,18,21,22].",,,0,not_related
"Object-detection based methods [11,12,13,14,21] rely on tablestructure annotation using (overlapping) bounding boxes for training, and produce bounding-box predictions to define table cells, rows, and columns on a table image.",,,0,not_related
"Deep learning approaches [16,17,18] do not rely on rules and can accurately generalize the problem.",,,0,not_related
