text,label_score,label,target_predict,target_predict_label
FinTabNet [47] is a large dataset containing financial tables.,,,0,not_related
"As shown in Figure 8, we list the visualization results of our methods on tables scanned from documents, including PubTabNet dataset, SciTSR dataset and FinTabNet dataset.",,,1,related
"On FinTabNet, our method achieves a TEDS-Struct score of 98.6%, improving the score by 1.8% compared to the competitive method TableFormer.",,,1,related
"While tables with simple structures and clean backgrounds can be recognized well [6, 12, 14, 15, 23, 24, 30, 35, 38, 41, 47], recognizing complicated table structures remains a challenging problem, which is primarily due to two main difficulties: 1) Firstly, tables in images vary widely in terms of structure and shape.",,,0,not_related
"We conducted a comprehensive validation of our model’s performance on various datasets, including well-known regular table benchmarks such as SciTSR, PubTabNet, and FinTabNet, which are derived from PDF documents.",,,1,related
"Due to the absence of released annotations for the test set, we follow previous approaches [20, 35, 46, 47] and evaluate our model on the validation set using TEDS and TEDS-Struct [48] metrics.",,,1,related
GTE [47] uses an object detection-based method to detect cells directly and uses heuristic rules in post-processing to recover the table structure.,,,0,not_related
"Following [29, 47], we use the split set of training for training and validating samples for testing.",,,1,related
"We evaluated our proposed method on regular tables that were scanned from PDF documents, and compared it with several state-of-the-art methods on PubTab-Net, FinTabNet, and SciTSR datasets, and the results are reported in 3.",,,1,related
"[16, 25, 35, 36, 47] represent tables by a group of cells.",,,0,not_related
"With a simple pipeline, our method has achieved comparable or state-of-the-art performance on the public benchmarks, including PubTabNet [48], FinTabNet [47], SciTSR [2], WTW [25], and TAL [3].",,,1,related
"In works such as [16, 25, 32, 35, 47], a table is represented by a group of cells.",,,0,not_related
", [7, 13, 17, 18, 21, 29, 37, 44, 55, 56]) utilize a deep learning (DL)-based approach, focusing on either one, two, or all three steps.",,,0,not_related
"Therefore, the existing approaches [28, 44, 26] to TDR are vision-only approaches.",,,0,not_related
", table cells) and leverages this prior knowledge in the model design and post-processing [28, 44, 26].",,,0,not_related
"The study also considers the use of TABBIE for data discovery and clustering, with table embeddings derived from the CLS token in the (0,0) position of the table being used to cluster the FinTabNet dataset which is composed of tables from S&P’s corporate filings [41].",,,1,related
"(ICDAR), vol. 1, Nov. 2017, pp. 1162– 1167
[13] X. Zheng, D. Burdick, L. Popa, X. Zhong, and N. X. R. Wang, ‘‘Global table extractor (GTE): A framework for joint table identification and cell structure recognition using visual context,’’ in
Proc.",,,0,not_related
Global table extractor (GTE) [13] Proposed a generic abject detection approach A comprehensive approach that is compatible with all object detection,,,0,not_related
"Global table extractor (GTE) [13]
Proposed a generic abject detection approach
A comprehensive approach that is compatible with all object detection frameworks.",,,0,not_related
"Document Understanding encompasses datasets related to various subtasks like document layout analysis [109, 49], classification [30], key information extraction [85, 35], table extraction [83, 108, 107], and visual question answering [57, 59, 91].",,,0,not_related
"Created by eleven finance professionals, FinQA is based on earnings reports from S&P 500 companies (Zheng et al., 2020).",,,0,not_related
"On the other hand, the problem of table structure recognition (TSR) is a lot more challenging and remains a very active area of research, in which many novel machine learning algorithms are being explored [3,4,5,9,11,12,13,14,17,18,21,22].",,,0,not_related
In section 3 we review the current HTML table encoding (popularised by PubTabNet and FinTabNet) and discuss its flaws.,,,1,related
"While the majority of research in TSR is currently focused on the development and application of novel neural model architectures, the table structure representation language (e.g. HTML in PubTabNet and FinTabNet) is usually adopted as is for the sequence tokenization in Im2Seq models.",,,0,not_related
"Object-detection based methods [11,12,13,14,21] rely on tablestructure annotation using (overlapping) bounding boxes for training, and produce bounding-box predictions to define table cells, rows, and columns on a table image.",,,0,not_related
"In reality though, one needs at least 28 HTML tokens to describe the most common complex tables observed in real-world documents [21,22], due to a variety of spanning cells definitions in the HTML token vocabulary.",,,0,not_related
"It is clearly evident that the model trained on OTSL outperforms HTML across the board, keeping high TEDs and mAP scores even on difficult financial tables (FinTabNet) that contain sparse and large tables.",,,0,not_related
"TSR and cell detection results compared between OTSL and HTML on the PubTabNet [22], FinTabNet [21] and PubTables-1M [14] data sets using TableFormer [9] (with enc=6, dec=6, heads=8).",,,0,not_related
"Public table-structure data sets such as PubTabNet [22], and FinTabNet [21], which were created in a semi-automated way from paired PDF and HTML sources (e.g. PubMed Central), popularized primarily the use of HTML as ground-truth representation format for TSR.",,,0,not_related
"Public table-structure data sets such as PubTabNet [22], and FinTabNet [21], which were created in a semi-automated way from paired PDF and HTML sources (e.",,,0,not_related
"Secondly we pick the best hyper-parameters found in the first step and evaluate how OTSL impacts the performance of TableFormer after training on other publicly available data sets (FinTabNet, PubTables-1M [14]).",,,1,related
"We picked the model parameter configuration that produced the best prediction quality (enc=6, dec=6, heads=8) with PubTabNet alone, then independently trained and evaluated it on three publicly available data sets: PubTabNet (395k samples), FinTabNet (113k samples) and PubTables-1M (about 1M samples).",,,1,related
"Several studies have proposed detectors for detecting cells or their contents [28,31,30,49].",,,0,not_related
"TRACE’s F1-measure shows competitive performance with GTE [49], and it achieved a higher score in terms of Purity and Completeness.",,,0,not_related
