text,label_score,label,target_predict,target_predict_label
"5M tokens arranged into chunks of shape [time,channel] ≡ [12,19].",,,0,not_related
"Besides, self-attention can also be employed to extract temporal features within one time series [91], where it can usually outperform RNNs on a variety of tasks.",,,0,not_related
"We retain the computational simplifications of [2] and use a channel grouping, where the G attention heads process mutually exclusive subsets of D/G channels of the embedding.",,,1,related
"This strategy has proved beneficial for learned time series processing [2], [75], since it preserves information about seasonal patterns (e.",,,0,not_related
"Unlike [2], we employ data-driven queries to preserve the temporal dimension of the input.",,,1,related
"In a nutshell, U-TAE combines convolutions for multi-scale spatio-spectral encoding with a lightweight non-local temporal attention mechanism [2].",,,0,not_related
"The temporal encoder is based on the Lightweight Temporal Attention Encoder (L-TAE) of [2], which, in turn, is a simplified version of the multi-head self-attention mechanism of the transformer architecture [72].",,,0,not_related
"…of RS data and integrating its representation into a neural network, similar to architectures such as CNN-RNN (Pelletier et al., 2019; Sainte Fare Garnot et al., 2019) or more advanced structures like PSE-LTAE (Sainte Fare Garnot et al., 2020; Quinton & Landrieu, 2021; Weilandt et al., 2023).",,,0,not_related
"Quinton & Landrieu (2021) propose to use a Pixel-Set Encoder with a Lightweight Temporal Attention Encoder (PSE-LTAE) (Sainte Fare Garnot et al., 2020) combined with a multi-year classification method.",,,0,not_related
"Studies proved that other methods were more efficient in terms of performances (Sainte Fare Garnot et al., 2020).",,,0,not_related
"In the end, Sainte Fare Garnot et al. (2020) proposed a smart method to tackle parcel-level crop classification, by randomly sampling pixels of the parcels to learn expressive descriptors that are processed by a transformer.",,,0,not_related
"In addition to the spatiotemporal format T ×C×H×W with high-quality semantic and panoptic annotations, over 120,000 bounding boxes and pixel-precise masks, it is accompanied with a pixel-set format T × C × N dataset [9] for parcel-based crop type classification.",,,0,not_related
"Meanwhile, as pointed out by previous work [7, 9], another great challenge for effectively learning representations for SITS is to capture the complex temporal dynamics in crop phenology, i.",,,0,not_related
"The pioneering work PSE+TAE [9] has proposed to use MLPs to summarize spatial statistics given the lack of rich spatial semantics in medium-resolution Sentinel-2 images and self-attention to encode temporal patterns, followed by PSE+L-TAE [7] where a light-weight transformer decoder has been used to extract temporal features.",,,0,not_related
"Pixel-Set Encoder (PSE) is particularly effective for dealing with the irregularity in parcel geometry by simplifying parcel representation from T ×C×H×W to T ×C×N , where T is the length of temporal sequence, C is the number channels, H/W denotes the height/width, and N denotes the number of pixels, and consequently requires significantly less storage memory [9] compared to the patch format.",,,0,not_related
"The pioneering work PSE+TAE [9]/PSE+L-TAE [7] has introduced a promising learning paradigm for SITS, where statistics of spectral values are first summarized across the spatial extent of crop parcels by Multi-Layer Perceptrons (MLPs) that operate independently on unordered sets of pixels.",,,0,not_related
"However, the lack of flexibility to operate on different input formats, i.e., the pixel-set or image sequence format, imposes restrictions on PSE+TAE or TSViT.",,,0,not_related
"Thus the computational performance of models is a critical consideration, especially for under-resourced institutions and research [20, 30, 31, 32, 33].",,,0,not_related
"This allows for much smaller models to be trained (Presto has ∼ 1000× fewer trainable parameters than ScaleMAE and SatMAE), which is important for their practical deployment [20, 30, 31, 32, 33].",,,0,not_related
"A common approach by remote sensing practitioners is to train single pixel-timeseries models [18, 19, 17, 20, 21, 22, 23, 24].",,,0,not_related
"From a remote sensing perspective, there are several advantages to processing pixel-timeseries instead of entire images: • Many remote sensing applications are specifically designed for pixel-timeseries, particularly when change over time is critical [18, 19, 17, 20, 21, 22, 23, 24].",,,0,not_related
"The L-TAE’s parameters are kept to their default values nhead = 16, and key dimension dk = 4.",,,1,related
