text,label_score,label,target_predict,target_predict_label
"They argue that raw attention fails to capture syntactic structures in text and may not contribute to predictions as commonly assumed (Mohankumar et al., 2020).",,,0,not_related
"To make attention explanation, technical solutions have also been explored by optimizing input representation (Mohankumar et al., 2020), regularizing learning objectives (Moradi et al.",,,0,not_related
"[0,10) [10,20) [20,30) [30-40) ≥40 SASRec AC-SASRec 0.",,,0,not_related
"[0,10) [10,20) [20,30) [30-40) ≥40 BERT4Rec",,,0,not_related
"Although much recent work has been done on explainability in the computer vision and natural language processing [Masoomi et al., 2021; Mohankumar et al., 2020; Tsang et al., 2020], this problem has been overlooked in the case of time series forecasting [Tonekaboni et al.",,,0,not_related
"There has been an ongoing debate in the literature regarding the interpretability of the attention mechanism (Jain and Wallace, 2019; Wiegreffe and Pinter, 2019; Serrano and Smith, 2019; Moradi et al., 2019; Mohankumar et al., 2020).",,,0,not_related
And the attention mechanism is able to provide faithful explanations [49]– [51].,,,0,not_related
"To give a sense of the success of these techniques, it suffices to say that some of them are now integrated as default explainability tools in widespread cloud machine learning services, while in areas such as natural language processing, researchers are starting to use such methods as the gold standard against which they judge the quality of other explanations (Mohankumar et al., 2020).",,,0,not_related
[99] proposed the Orthogonal and Diversity based LSTMmodels.,,,0,not_related
"We assume a generic model framework and notations [57, 99].",,,1,related
In general attention based explanations are characterised as faithful and plausible [99].,,,0,not_related
(Mohankumar et al. 2020) explores to modify the LSTM cell with diversity driven training to enhance explainability and transparency of attention modules.,,,0,not_related
"For regularization methods, we conducted a grid search with parameter grid [0.1, 0.3, 0.5, 1, 5, 10] for CONICITY and [0.1, 0.3, 0.5, 1, 5, 10, 20] for TYING.",,,1,related
"Taking a step further, we applied two regularization techniques, TYING and CONICITY, originally aimed at increasing faithfulness of attention explanations, with the hypothesis that the issue underpinning disagreements and unfaithfulness is the same – representation entanglement in the hidden space.",,,1,related
"C L
] 1
1 M
ay 2
02 3
tanglement significantly improve the faithfulness of attention-based explanations (Mohankumar et al., 2020; Tutek and Šnajder, 2020).",,,0,not_related
CONICITY aims to increase the angle between each hidden representation and the mean of the hidden representations of a single instance.,,,0,not_related
"Although both works introduced other methods of enforcing differences between hidden states, namely orthogonal-LSTM and masked language modeling as an auxiliary task, we opt for CONICITY and TYING as they were both shown to be more efficient and more stable in practice.",,,0,not_related
"In Table 2 we report correlation scores on the test splits of all datasets for regularized models (CONICITY, TYING) and their unregularized variants (BASE).",,,1,related
"tanglement significantly improve the faithfulness of attention-based explanations (Mohankumar et al., 2020; Tutek and Šnajder, 2020).",,,0,not_related
"We include the results for all datasets across training epochs for regularized models (CONICITY, TYING) when compared to their unregularized, BASE variants.",,,1,related
"We hypothesize that the cause of saliency method disagreements is rooted in representation entanglement and experimentally show that agreement can be significantly improved by regularization techniques such as tying (Tutek and Šnajder, 2020) and conicity (Mohankumar et al., 2020).",,,1,related
