text,label_score,label,target_predict,target_predict_label
"A growing number of works have pointed to degradations of fairness behavior in robust models [191, 273, 308] and differentially private models [13, 280].",,,0,not_related
"These efforts can be divided into two main categories: Adversarial training [19, 20] and Non-adversarial training [21, 22] approach.",,,0,not_related
"This notion of disparity has also been used in adjacent areas such as robustness [11, 116].",,,0,not_related
"[116] Han Xu, Xiaorui Liu, Yaxin Li, Anil K.",,,0,not_related
"…on the CIFAR-10 dataset classifies “cat” and “ship” at approximately 89% and 96% accuracy, respectively, while the robust accuracy of “cat” and “ship” produced by an adversarially trained PreactResNet-18 on PGD-attacked CIFAR-10 dataset are approximately 17% and 59% respectively (Xu et al., 2021).",,,1,related
"We consider a binary classification task of natural examples sampled from a Gaussian mixture distribution, following the settings described in (Carmon et al., 2019; Schmidt et al., 2018; Xu et al., 2021; Ma et al., 2022).",,,1,related
"Based on the findings in (Xu et al., 2021; Ma et al., 2022), supported by the confusion matrices in Figure 1, it is clear that adversarial training hurts adversarial examples of certain classes more than others, especially adversarial examples crafted from natural examples which are harder to…",,,1,related
"Theorem 1 ((Xu et al., 2021)) Given a Gaussian distribution D∗, a naturally trained classifier fnat which minimizes the expected natural risk: fnat(x) = arg minf E(x,y)∼D∗(1(f(x) 6= y).",,,1,related
"For example, a naturally trained PreactResNet-18 on the CIFAR-10 dataset classifies “cat” and “ship” at approximately 89% and 96% accuracy, respectively, while the robust accuracy of “cat” and “ship” produced by an adversarially trained PreactResNet-18 on PGD-attacked CIFAR-10 dataset are approximately 17% and 59% respectively (Xu et al., 2021).",,,1,related
"07 16
7v 1
[ cs
Despite the generally impressive performance of AT against adversarial attacks, Xu et al. (2021) raised concerns about fairness in AT.",,,0,not_related
"These natural examples are characterized by their closeness to the class decision boundaries (Xu et al.,
2021; Zhang et al., 2020).",,,0,not_related
"Given that adversarial training involves training on adversarial examples, and it unfairly hurts adversarial examples crafted from vulnerable examples, it is intuitive that adversarial training sets up its decision boundary to favor adversarial examples of invulnerable classes, as observed in (Xu et al., 2021).",,,0,not_related
"Based on the findings in (Xu et al., 2021; Ma et al., 2022), supported by the confusion matrices in Figure 1, it is clear that adversarial training hurts adversarial examples of certain classes more than others, especially adversarial examples crafted from natural examples which are harder to classify under natural training.",,,1,related
"…training involves training on adversarial examples, and it unfairly hurts adversarial examples crafted from vulnerable examples, it is intuitive that adversarial training sets up its decision boundary to favor adversarial examples of invulnerable classes, as observed in (Xu et al., 2021).",,,0,not_related
"Researchers have noticed a similar problem with accuracy and untargeted robustness: the performance of models varies with different class distribution [99], [100].",,,0,not_related
"The intersection between strategic classification and fairness is particularly salient to our work, and has featured studies that highlight the inequity that results from strategic behavior by individuals [21], as well as social cost disparities resulting from making classifiers robust to strategic behavior [32, 43].",,,0,not_related
"Specifically, adversarial training involves training a separate (adversarial) classifier network by adding an adversarial loss so that the adversarial network cannot distinguish gender given the encoded image features (Edwards and Storkey, 2015; Berg et al., 2022; Xu et al., 2021).",,,1,related
"This is achieved by mainly two types of approaches, namely adversarial training (Edwards and Storkey, 2015; Berg et al., 2022; Xu et al., 2021) and mutual information (MI) minimization (Wang et al., 2021a, 2023).",,,0,not_related
"In-processing methods focus on altering the training objective by incorporating fairness constraints, regularization terms or leveraging adversarial learning to obtain representations invariant to gender/race (Berg et al., 2022; Wang et al., 2023; Xu et al., 2021; Cotter et al., 2019).",,,0,not_related
"This is achieved by mainly two types of approaches, namely adversarial training (Edwards and Storkey, 2015; Berg et al., 2022; Xu et al., 2021) and mutual information (MI) minimization (Wang et al.",,,0,not_related
"And based on the effective robustness improvement and scalability, PGD-based adversarial training has been widely considered as the most effective and practical method for improving the robustness of ML models [41].",,,0,not_related
"And during various robustness enhancement technologies, adversarial training that trains ML models through a min–max manner is thought as the most effective mechanism [41].",,,0,not_related
First results have shown that this becomes more complicated if the fairness of the decision-making systems is a concern [71].,,,0,not_related
", 2019) , class-wise fairness (Xu et al., 2021; Wei et al., 2023a) and the absence of formal guarantees (Wang et al.",,,0,not_related
"…several defects remaining in adversarial training, such as decrease in natural accuracy (Tsipras et al., 2018), computational overhead (Shafahi et al., 2019) , class-wise fairness (Xu et al., 2021; Wei et al., 2023a) and the absence of formal guarantees (Wang et al., 2021; Zhang et al., 2023).",,,0,not_related
"…robustness effectively, adversarial training has exposed several defects such as computational overhead (Shafahi et al., 2019), class-wise fairness (Xu et al., 2021; Wei et al., 2023a), among which the decreased natural accuracy (Tsipras et al., 2018; Wang & Wang, 2023) has become the major…",,,0,not_related
